"a";"Art";"एक"
"non-payment";"N";"भुगताननकरना"
"nonplus";"V";"किंकर्तव्यविमूढकरना"
"non prescription";"Adj";"अनिर्धारित"
"non-profit-making";"Adj";"अलाभकर"
"non-proliferation";"N";"परमाणुप्रसारनिरोध"
"non-refundable";"Adj";"अपरिशोधितरकम"
"non-renewable";"Adj";"अनवीकरणीय"
"non-resident";"Adj";"प्रवासी"
"non-residential";"Adj";"अनावासिक"
"non-resident";"N";"प्रवासी"
"nonsense";"N";"निरर्थकबातें"
"nonsensical";"Adj";"अतर्कसंगत"
"non sequitur";"N";"अतर्कसंगत"
"non-slip";"Adj";"सर्पण"
"non-smoker";"N";"सिगरेटनपीनेवाला"
"non-smoking";"Adj";"धूमपाननिषिद्ध"
"non-standard";"Adj";"अमानक"
"non-stick";"Adj";"बिनाचिपकनेवाली"
"non-stop";"Adj";"अविराम"
"non-stop";"Adv";"लगातार"
"non-union";"Adj";"असंघ"
"non-violence";"N";"अहिंसा"
"non-violent";"Adj";"अहिंसात्मक"
"non-White";"N";"जोगोरानहो"
"noodle";"N";"सेवईं"
"nook";"N";"कोना"
"noon";"N";"मध्याह्न"
"noose";"N";"फन्दा"
"noose";"VT";"फन्दालगाना"
"nor";"Conj";"न"
"nordic";"Adj";"उत्तरीयूरोपकेदेश"
"norm";"N";"मानदंड"
"norm";"N";"सामान्यस्तर"
"normal";"Adj";"सामान्य"
"normal";"Adj";"प्रकृत"
"normal";"N";""
"normality";"N";"सामान्यस्थिति"
"normalize";"V";"सामान्यबनाना"
"normally";"Adv";"सामान्यत:"
"Norman";"Adj";"वास्तुशैली"
"normative";"Adj";"मानदंड-संबन्धी"
"north";"Adj";"उत्तरी"
"north";"N";"उत्तर"
"northeast";"N";"उत्तरपूर्व"
"northeastern";"Adj";"उत्तरपूर्वीय"
"northerly";"Adj";"उत्तरी"
"northern";"Adj";"उत्तरी"
"northward";"Adj";"उत्तरोन्मुख"
"northward";"Adv";"उत्तरकीओर"
"northwesterly";"Adj";"पश्चिमोत्तरीय"
"northwest";"N";"उत्तरपश्चिमकीदिशा"
"northwestwards";"Adv";"उत्तरपश्चिमोन्मुख"
"northbound";"Adj";"उत्तरोन्मुख"
"northernmost";"Adj";"उत्तरतम"
"nose";"N";"नाक"
"nose";"N";"अग्रभाग"
"nose";"VT";"सूंघना"
"nose-pin";"N";"बुलाक"
"nose-bag";"N";"तोबडा"
"nose-ring";"N";"नथुनी"
"nosedive";"N";"अत्यधिकगिरना"
"nosegay";"N";"छोटागुलदस्ता"
"nostalgia";"N";"घटनाओंकीयादें"
"nostril";"N";"नासाद्वार"
"nostrum";"N";"नीमहकीमकीदवा"
"not";"Adv";"नहीं"
"notable";"Adj";"प्रसिद्ध"
"notability";"N";"विशेषता"
"notary";"N";"नोटरी"
"notation";"N";"संकेतपद्धति"
"notch";"N";"खाचा"
"notch";"VT";"खाचाबनाना"
"note";"N";"टिप्पणी"
"note";"N";"चिट्ठी"
"note";"N";"स्वर"
"note";"N";"नोट"
"note";"N";"टीका"
"note";"N";"ध्यान"
"note";"VT";"ध्यानसेदेखना"
"noted";"Adj";"विख्यात"
"noteworthy";"Adj";"उल्लेखनीय"
"notebook";"N";"नोटबुक"
"notepad";"N";"कागजकापैड"
"nothing";"Pron";"कुछनहीं"
"nothingness";"N";"अनवस्था"
"notice";"N";"सूचना"
"notice";"N";"ध्यान"
"notice";"N";"समीक्षा"
"notice";"VT";"ध्यानदेना"
"notice";"VT";"विचारना"
"noticeable";"Adj";"देखनेयोग्य"
"noticeably";"Adv";"साफसाफ"
"notifiable";"Adj";"रोगोंकीसूचना"
"notification";"N";"अधिसूचना"
"notify";"VT";"सूचनादेना"
"notion";"N";"धारणा"
"notional";"Adj";"काल्पनिक"
"notoriety";"N";"कुख्याति"
"notorious";"Adj";"कुख्यात"
"notoriously";"Adv";"विशेषरूपसे"
"notwithstanding";"Prep";"तथापि"
"nought";"N";"शून्य"
"noun";"N";"संज्ञा"
"noun phrase";"N";""
"nourish";"VT";"पालन"
"nourish";"VT";"पोषणकरना"
"nourish";"VT";"बढावादेना"
"nourishing";"Adj";"पुष्टिकारक"
"nourishment";"N";"पुष्टिकारकपदार्थ"
"nouveau riche";"N";"नवधनाढ्य"
"nouvelle cuisine";"N";"आधुनिकपाकशैली"
"Nov";"N";"नवम्बर"
"nova";"N";"अकस्मात्भासितनक्षत्र"
"novel";"Adj";"नवीन"
"novel";"N";"उपन्यास"
"novelette";"N";"उपन्यासिका"
"novelist";"N";"उपन्यासकार"
"novelistic";"Adj";"उपन्यासकीविशेषता"
"novelty";"N";"नवीनता"
"novice";"N";"नौसिखिया"
"now";"Adv";"अब"
"now";"Conj";"फलत"
"now";"N";"इससमय"
"now and then";"Adv";"कभीकभी"
"now or never";"Adv";"अब या कभी नही"
"nowadays";"Adv";"आजकल"
"nowhere";"Adv";"कहींनहीं"
"nowt";"Pron";"कुछ नही"
"noxious";"Adj";"हानिकारक"
"nozzle";"N";"नाक"
"nozzle";"N";"पाइप या नली का अगला भाग"
"nuance";"N";"सूक्ष्म भेद"
"nub";"N";"केन्द्र बिन्दु"
"nubile";"Adj";"विवाह योग्य"
"neuclear";"Adj";"नाभिकीय"
"nucleus";"N";"गूदा"
"nude";"Adj";"नंगा"
"nude";"N";"नग्न"
"nudge";"VT";"कुहनीसेछूना"
"nudge";"N";"टहोका"
"nudism";"N";"नंगापन"
"nudist";"N";"नंगेपन मे विश्वास रखने वाला"
"nudity";"N";"नंगापन"
"nugatory";"Adj";"निरर्थक"
"nugget";"N";"कच्चा सोना"
"nugget";"N";"मूल्यवान"
"nuisance";"N";"उपद्रव"
"null";"Adj";"अक्षम"
"nullification";"N";"निष्प्रभावता"
"nullify";"VT";"रद्दकरना"
"numb";"Adj";"सुन्न"
"numb";"VT";"सुन्न कर देना"
"number";"N";"अंक"
"number";"N";"संख्या"
"number";"N";"बहुत सारे"
"number";"N";"गाना"
"number";"N";"कविता"
"number";"VT";"गिनना"
"numberless";"Adj";"अगणित"
"numeral";"N";"अंक"
"numerate";"VT";"गिनना"
"numerical";"Adj";"संख्यात्म"
"numerically";"Adv";"संख्यानुसार"
"numerous";"Adj";"बहुतज्यादा"
"numinous";"Adj";"परमेश्वर सम्बन्दी"
"numismatics";"N";"मुद्रा शास्त्र"
"numismatist";"N";"मुद्राशास्त्रज्ञ"
"nun";"N";"सन्यासिन"
"nun";"N";"बैरागिन"
"nuptial";"Adj";"विवाहसंबंधी"
"nuptials";"N";"विवाह-सन्सकार"
"nurse";"N";"परिचारिका"
"nurse";"VT";"उपचर्या करना"
"nurse";"V";"दूध पिलाकर बच्चे को पालना"
"nursery";"N";"पेड-पौधों को रोपने का स्थान"
"nursury rhyme";"N";"बच्चों का गीत"
"nursury school";"N";"छोटे बच्चों का विद्यालय"
"nurture";"N";"पालनपोषण"
"nurture";"VT";"पुश्ट बनाना"
"nurture";"VT";"सिक्षा देना"
"nut";"N";"सुपारी"
"nut";"N";"लोहे की ढिबरी"
"nut";"N";"बुद्धु"
"nutcase";"N";"बुद्धु"
"nutcracker";"N";"सरौता"
"nutmeg";"N";"जायफल"
"nuts";"N";"पागल"
"nutshell";"N";"अखरोटआदिकाछिलका"
"nutty";"Adj";"जहामेवाबहुतायातहो"
"nutty";"Adj";"पागल"
"nuzzle";"V";"सूगना या सूगकरप्यार करना"
"nylon";"N";"नायलन"
"nymph";"N";"अप्सरा"
"nymphomaniac";"N";"स्त्रियों मे उत्कट कामुकता"
"o";"N";"ओ अक्षर"
"o";"N";"शून्य"
"o";"Interj";"ओह!"
"o";"Prep";"का;ऑफ; का संक्षिप्तीकरण"
"oaf";"N";"बेवकूफ"
"oak";"N";"शाहबलूत"
"oar";"N";"चडआपू"
"oarsman";"N";"माझी"
"oarsman";"N";"नौकानयन क्रीडआ में किसी संघ का घटक खिलाडई"
"oasis";"N";"मरुद्वीप"
"oasis";"N";"मरूद्यान"
"oasis";"N";"सुखदायक जगह"
"oath";"N";"शपथ"
"oath";"N";"सट्यप्रतिपादन"
"oath";"N";"अपशब्द"
"oatmeal";"N";"दलिया"
"oatmeal";"N";"हल्का भूरा रंग"
"oats";"N";"जुई"
"obdurate";"Adj";"हठीला"
"obedient";"Adj";"आज्ञाधारक"
"obeisence";"N";"आदर"
"obeisence";"N";"आदरपूर्वक आज्ञापालन"
"obeisence";"N";"झुककर सलाम"
"obelisk";"N";"स्मारकस्तंभ"
"obese";"Adj";"मोटापा"
"obey";"VT";"आज्ञापालन करना"
"obfuscats";"VT";"समझ के परे करना"
"obituary";"N";"मृत्युलेख"
"obituary";"N";"मृत्युसूचना"
"object";"N";"वस्तु"
"object";"N";"किसी भवना का विषय"
"object";"N";"हेतू"
"object";"N";"कर्म"
"object lesson";"N";"प्रेरणादायी उदाहरण"
"object";"V";"आपत्ति व्यक्त करना"
"objection";"N";"आपत्ति"
"objection";"N";"एतराज"
"objectionable";"Adj";"अप्रिय"
"objective";"Adj";"विषयनिष्ठ"
"objective";"Adj";"निष्पक्ष"
"object d' art";"N";"छोटी सी कामापूर्ण चीज"
"obligated";"Adj";"मजबूर"
"obligetion";"N";"मजबूरीविधि"
"obligetion";"N";"कर्तव्य"
"obligatory";"Adj";"जरूरी"
"oblige";"V";"मदद करने उपकृत करना"
"oblige";"V";"नैतिक नियमों से मजबूर करना"
"obliged";"Adj";"उपकृत"
"obliging";"Adj";"मदद के लिए तैयार"
"oblique";"Adj";"अप्रत्यक्ष"
"oblique";"Adj";"तिरछा"
"oblique";"Adj";"ऑब्लीकशब्द"
"oblique";"Adj";"अंक में फर्क दिखाने के लिए उपयोजित चिह्न"
"obliterate";"V";"पूरा बूझा देना"
"obliterate";"V";"नष्ट करना"
"obliterate";"V";"धुधला कर देना"
"oblivion";"N";"बेहोश"
"oblivion";"N";"भूल देना"
"oblivious";"Adj";"अनजान"
"oblong";"N";"आयन"
"oblong";"Adj";"आयताकृति"
"oblong";"Adj";"आयताकार"
"obloquy";"N";"कडई टीका"
"obnoxious";"Adj";"अप्रिय"
"oboe";"N";"ओबोएक वाद्य"
"obscene";"Adj";"असभ्य"
"obscene";"Adj";"अश्लील"
"obscenity";"N";"अश्लील"
"obscenity";"N";"असभ्य वर्तन या शब्द"
"obscuratism";"N";"जानबूझकर अज्ञान का अंधेरा फैलाना"
"obscure";"Adj";"समझने में कठिन"
"obscure";"Adj";"कठिनाई"
"obscure";"V";"बोझत्म कर देना"
